"Constant corr."
"12422" 0.0889494127736012
"12423" 0.148830395450444
"12424" -0.221263015696365
"12425" -0.218618303589692
"12426" 0.434193985940253
"12429" -0.0394976335730596
"12430" 0.480911820868909
"12431" -0.0601161305852008
"12432" -0.160656512858397
"12433" -0.536209203387711
"12437" 0.410216589030345
"12438" 0.043209538694112
"12439" 0.809576540478954
"12440" 0.145091545879631
"12443" 1.2255041049822
"12444" 0.621105038797247
"12445" 0.0807334799146816
"12446" -0.0453379339479675
"12447" 0.606519002598604
"12450" 1.12018916029594
"12451" 0.363174504627229
"12452" -1.07067467163718
"12453" 0.238046256190266
"12454" 1.366997616244
"12457" -0.0686955740119329
"12458" 0.820106641225111
"12459" 0.646374434868936
"12460" -0.792715117127154
"12461" -0.39958497286867
"12465" 4.54323333094395e-05
"12466" 0.138583592639273
"12467" 0.0544619375954752
"12468" 0.00621658709595773
"12471" 0.239594894340125
"12472" -0.36853776755944
"12473" 0.159215412312981
"12474" 0.112912019424041
"12475" 0.470258198158585
"12478" 0.864557729212849
"12479" 0.169834971971362
"12480" 0.247589159026398
"12481" 0.079523575450743
"12482" 0.973188986433931
"12485" 0.10411833133168
"12486" 0.0142384406370596
"12487" -0.747528237928466
"12488" -1.2636426927838
"12489" 0.859238965248019
"12492" -1.27530286441034
"12493" 0.125904639753266
"12494" 1.40754855117488
"12495" 0.477051209104666
"12496" -0.168213454550323
"12499" -0.296419694384626
"12500" 0.318839745786746
"12501" -0.878027270231301
"12502" 0.801569825805605
"12503" -0.794223209366251
"12506" 0.672314984584838
"12507" 1.00350478590903
"12508" 0.838404171259647
"12509" 1.17582121709646
"12510" -0.762893107204673
"12513" -2.21174348922988
"12514" -1.86881647122851
"12515" 0.90067435937477
"12516" -0.918889556479211
"12520" -2.77512825560044
"12521" -0.703178292038541
"12522" -0.411109847683141
"12523" 1.1812857172715
"12524" 0.515991821759719
"12527" 0.11242972413403
"12528" -2.33468467009015
"12529" 0.114600724314609
"12530" 1.10123976956257
"12531" 0.0191751815143634
"12534" 0.56216844831876
"12535" 0.783157506238322
"12536" -0.536824105869743
"12537" -0.673116290379709
"12538" -0.0760173583791475
"12541" 0.777434401405845
"12542" 0.36230862812036
"12543" -0.465977011650994
"12544" -0.262795185017287
"12545" -1.82965557067036
"12548" -0.850804422225469
"12549" 0.534533311671592
"12550" -0.335904154334874
"12551" -0.0170811694556738
"12552" 1.29364589679719
"12555" 0.344641293370498
"12556" 0.904473272202094
"12557" -0.829144244477465
"12558" 0.957280299249826
"12559" -0.206136620620383
"12562" 0.283847800792081
"12563" 0.735552261344914
"12564" 1.36148774006746
"12565" 0.577392148157801
"12566" 1.08038139767957
"12570" -0.502250447630514
"12571" 0.816573553312622
"12572" -0.303212478619073
"12573" 0.0080836026126128
"12576" 0.546285449766807
"12577" 0.141086583579805
"12578" -0.21074810340777
"12579" -0.259186672889522
"12583" -1.01166114979278
"12584" 0.884933393117443
"12585" 0.0798455779225273
"12586" -0.0379603592838004
"12587" -0.207872305742953
"12590" 0.587922552726932
"12591" -0.160875898931081
"12592" 0.661826431064121
"12593" -0.299533053989811
"12594" 0.581274585462726
"12597" 0.111240289013449
"12598" -0.804639356067085
"12599" 0.433722269837197
"12600" 1.00917805741668
"12601" 0.788530785019752
"12605" 0.0413954474063287
"12606" 0.475737009571002
"12607" -0.310785059295941
"12608" 0.0397372112966389
"12611" 0.598088120224491
"12612" -0.361245230472192
"12613" 0.334067775100924
"12614" 0.56790725807628
"12615" 0.174569176003782
"12618" 0.105923672726658
"12619" -0.16923980077096
"12620" -1.01477071045887
"12621" -1.66948820648862
"12622" -0.954501841208961
"12625" -0.607915091686614
"12626" 0.2099181413576
"12627" -0.0385474443413842
"12628" -0.164655408095602
"12629" 0.233363719209744
"12632" 1.16559408436459
"12633" -0.271646974758295
"12634" -0.375102503627023
"12635" -1.39618982454485
"12636" -0.730771941534005
"12639" 0.0333735619219025
"12640" 0.635921399932043
"12641" -0.0865056574484364
"12642" -0.844610688570101
"12643" 0.332478075249064
"12646" 0.811565639684046
"12647" -0.0372177796937009
"12648" 0.962951327135176
"12649" -1.09405542841987
"12650" 1.12992355583276
"12653" 0.169410939216744
"12654" 0.148507220619673
"12655" 0.0525818637484061
"12656" 0.0330081722225258
"12657" 0.375784606295309
"12660" 0.62846753553171
"12661" 0.684757717661651
"12662" 0.215030352892736
"12663" 0.58254979198586
"12664" 0.467165235160892
"12668" 0.535232220777384
"12669" 0.042965114690739
"12670" -0.748022408106349
"12671" -0.122615251028436
"12674" 0.0349257987478828
"12675" -0.237725825031822
"12676" 0.135050777518454
"12677" 0.907710563908655
"12678" 0.0497339681797722
"12681" -0.741667328273634
"12682" -0.047020444742926
"12683" -0.407740927026594
"12684" -0.397793687176267
"12685" 0.258622218847679
"12688" 0.212561550842151
"12689" 0.124917426770982
"12690" -0.350275854407658
"12691" 1.00087247747705
"12692" 0.536710455356812
"12695" 0.295949174954034
"12696" 0.360216955163101
"12697" 0.439170854847212
"12698" -0.628793482145824
"12699" 0.0717350856550338
"12702" -0.038754219159472
"12703" 0.598911626171002
"12704" -0.620091142805972
"12705" 0.516466107201912
"12706" 0.582392535603077
"12709" 0.160730249746224
"12710" -0.306798610941367
"12711" 0.411213591931952
"12712" 0.365763895262762
