"Equal weight"
"12422" 1.07118432788214
"12423" 0.106977354358762
"12424" 0.0890692675529007
"12425" -0.0331895215026035
"12426" -0.385731512855988
"12429" 0.460192136118415
"12430" -0.411299855477033
"12431" 0.653854109681782
"12432" -0.0583655137633152
"12433" 0.546795732570312
"12437" 0.446423451141134
"12438" 0.572239560787931
"12439" -0.0321045462926882
"12440" 0.261719397555199
"12443" 1.05971708823416
"12444" -0.807095778388835
"12445" -1.16879049869752
"12446" -0.00345609478547866
"12447" 0.234681179628278
"12450" 0.415507946600145
"12451" 0.0424614081713143
"12452" -1.29884611485021
"12453" 0.322691114891061
"12454" 1.63918380214195
"12457" -0.0876416212540957
"12458" 0.433340026655982
"12459" 1.29829063377709
"12460" -0.415742215520641
"12461" -0.613089744361395
"12465" 0.710195178398515
"12466" -0.333624289766612
"12467" -0.100583285337304
"12468" -0.166101476037828
"12471" -0.568415646005415
"12472" -0.204279781907411
"12473" 0.641244369666592
"12474" 0.476314079350449
"12475" 0.533970759116247
"12478" 1.21044930216773
"12479" -0.456909206237828
"12480" 0.1743809753004
"12481" 0.423149604278686
"12482" 0.362272505669489
"12485" -0.768162942080898
"12486" -0.620126712057387
"12487" -1.55799335361538
"12488" -0.978149066160222
"12489" 1.41804353442601
"12492" -1.75325426929813
"12493" 0.376802684246689
"12494" 1.4456612581085
"12495" -0.292145002709132
"12496" -0.729589655543563
"12499" -1.14510946011221
"12500" 0.199179761748106
"12501" -0.168068326557101
"12502" 1.56309690320843
"12503" 0.131774874698078
"12506" 1.39701205069271
"12507" 0.564413813513154
"12508" 0.328239485222031
"12509" 0.933325118416633
"12510" 0.248035960557384
"12513" 0.511834368616785
"12514" -0.703601540631974
"12515" -0.244457538545698
"12516" -0.215097351773268
"12520" -0.356844821829351
"12521" -1.4681462117593
"12522" -0.296019788616995
"12523" 0.0146467660728714
"12524" 0.396830765511938
"12527" 0.0734187768824272
"12528" -1.50082911827573
"12529" 0.527169472941066
"12530" 1.84952121327572
"12531" -0.617345512042066
"12534" -0.566329938938886
"12535" 0.154071269053831
"12536" -1.09260064664784
"12537" -1.09732824880033
"12538" -0.286644443849489
"12541" 1.09405979080884
"12542" 0.139460329159751
"12543" -0.00706577763764659
"12544" -0.472919289139018
"12545" -2.2432442230303
"12548" -1.64412130302817
"12549" 1.0289758824042
"12550" -0.331066120667932
"12551" -0.052020898823996
"12552" 0.154691546733172
"12555" -1.02356489601868
"12556" 0.713512233672998
"12557" -0.46641682788427
"12558" 0.296140637686692
"12559" 0.356148534305065
"12562" 0.690090570149306
"12563" 2.14904698436144
"12564" 0.368644974907157
"12565" 0.260422591011123
"12566" 0.292772940680828
"12570" 0.0278635261755317
"12571" 0.349434256950635
"12572" -1.01820023236333
"12573" 0.408329732554238
"12576" 1.48645748051311
"12577" 0.267267157150487
"12578" -1.11734467474279
"12579" -0.00702178855991459
"12583" -1.38374989639247
"12584" 0.897269376748568
"12585" -0.0830531723748752
"12586" 0.215862345541928
"12587" 0.325677605946497
"12590" -0.223853674299327
"12591" 0.404425312314433
"12592" 0.887410761751171
"12593" -0.0400873727237902
"12594" 0.579224726501267
"12597" -0.502119229541644
"12598" -0.115390940573559
"12599" 0.640631105396656
"12600" -1.75778702933243
"12601" -0.057072717332734
"12605" -0.976522162678771
"12606" -0.146131164328378
"12607" -1.1265806915939
"12608" 0.0606164490537772
"12611" 0.163401245010333
"12612" 0.147570606269395
"12613" -0.217880641336413
"12614" 0.0868795564628458
"12615" -0.395583375535588
"12618" 0.395058847258214
"12619" 0.305550277635824
"12620" -2.01467883810315
"12621" 0.121562036293186
"12622" -0.619702891713539
"12625" -0.498636553366824
"12626" 0.164302299015098
"12627" 0.121977274886868
"12628" 1.10634758350774
"12629" 0.414474777876198
"12632" 0.510540294518066
"12633" -0.660554411997906
"12634" 0.0983593471539292
"12635" -1.77662006327983
"12636" -2.35496583764383
"12639" 0.0810330599453539
"12640" 1.78050416172969
"12641" -0.00778476071961301
"12642" -1.25295829946228
"12643" -0.533994963752375
"12646" 1.57890420094967
"12647" 0.430951700302584
"12648" 1.40377588563827
"12649" -0.711635072060122
"12650" 0.949891353799239
"12653" -0.386093704277457
"12654" 0.240875970139704
"12655" 0.793758674032024
"12656" 0.0677190688839737
"12657" 0.256712727179866
"12660" -0.706906161588181
"12661" 0.613365448119526
"12662" 0.316170532512135
"12663" 1.37403576461431
"12664" -0.270107222624836
"12668" 1.16163977972563
"12669" -0.839385792408257
"12670" 0.381594248627627
"12671" 0.265077071660984
"12674" 0.38678283145261
"12675" -0.26424041400314
"12676" -0.402574640710746
"12677" 0.802590084274932
"12678" 0.246169993080285
"12681" -0.576259545110478
"12682" 0.817068795967336
"12683" -1.62828128426789
"12684" -0.506399483872888
"12685" 0.319832111764039
"12688" -0.727518348769121
"12689" 0.674284871853152
"12690" 0.149868904548592
"12691" 0.74831468991321
"12692" 1.51135337010587
"12695" 0.454892767832772
"12696" -0.121413950743579
"12697" 0.841143335254359
"12698" -1.04979387442684
"12699" -0.672412613009127
"12702" 0.0475358759021271
"12703" 0.0591168301053858
"12704" -0.897551465677089
"12705" -0.664188433057702
"12706" 0.668228347290879
"12709" 0.33094128335214
"12710" -0.619697712933689
"12711" -0.0378951668990607
"12712" 0.681110508182496
"12713" -0.880975314331748
"12716" 0.342396139741552
"12717" 1.70225108569306
"12718" 1.40406586620071
"12719" -0.241201096787101
"12720" 0.405747032658287
"12723" 0.146986901095523
"12724" -0.383714799664217
"12725" 1.10560085324195
"12726" 1.57646618784101
"12727" 0.398644737455316
"12730" 0.0669271153235232
"12731" 0.444421577544213
"12732" 0.223664617410388
"12733" 0.737094861942964
"12734" 0.791430372109611
"12737" 0.0427603379946611
"12738" -0.491092982763306
"12739" 0.200531862661875
"12740" -0.0174202996949597
"12741" -1.13678200372188
"12744" 0.846984695064197
"12745" 0.237751558527065
"12746" 0.674283545676889
"12748" 0.125340102633292
"12751" -0.432147033922485
"12752" -0.193761403760633
"12753" 2.0007354211286
"12754" -0.434981927868786
"12755" 0.286596312015295
"12758" -0.01648937658585
"12759" -0.966431656857516
"12760" 0.678554190060102
"12761" 0.513446633153823
"12762" 0.255736274175538
"12765" 0.510779630051241
"12766" 0.548816142249379
"12767" 0.559976744231796
"12768" -0.365340251413901
"12769" -0.279284087829442
"12772" -0.177865645367337
"12773" 0.920612823271005
"12774" 0.24937044560707
"12775" -0.0801042816071039
"12779" -0.559387813218966
"12780" 0.98297597199615
"12781" 0.01642991611177
"12782" 0.351612318122542
"12783" 0.0916800406577413
"12786" -1.24037172679949
"12787" -1.26242277346513
"12788" -0.807050555378841
"12789" 0.61957706687255
"12790" -0.364923355741421
"12793" 0.492384928536317
"12794" -0.510820464526918
"12795" -0.164888135424484
"12796" -0.375246210693469
"12797" 0.821670096066625
"12801" 0.680686925064766
"12802" -0.66347062533647
"12803" -0.848188976666085
"12804" -0.496032397159949
"12807" -0.396262617387593
"12808" 0.0206040244351794
"12809" 0.466938864895212
"12810" 0.133479832851627
"12811" 0.116924704398905
"12814" 1.26236779037662
"12815" 0.384614336958602
"12816" 0.491515154742913
"12817" 0.0955472985778794
"12818" 1.1585103547208
"12821" -0.0968894296800479
"12822" 0.562816399817839
"12823" -1.10246699905312
"12824" 0.397444396231926
"12825" 0.793354744931266
"12828" 0.168572454902401
"12829" 0.460889030078469
"12830" -0.0222138333703978
"12831" -0.533888869673556
"12832" 0.106303421252124
"12836" -1.92410513289206
