"EXPD.Adjusted" "WRB.Adjusted" "ALL.Adjusted" "PWR.Adjusted" "MKC.Adjusted" "PKI.Adjusted" "SWK.Adjusted" "ITW.Adjusted" "C.Adjusted" "MCO.Adjusted" "LEN.Adjusted" "KR.Adjusted" "RE.Adjusted" "PEP.Adjusted" "ABC.Adjusted" "ATO.Adjusted" "GS.Adjusted" "AEP.Adjusted" "ODFL.Adjusted" "CB.Adjusted" "MAS.Adjusted" "PAYX.Adjusted" "KMX.Adjusted" "CSX.Adjusted" "MTB.Adjusted" "MRO.Adjusted" "LEG.Adjusted" "D.Adjusted" "PH.Adjusted" "FRT.Adjusted" "SJM.Adjusted" "BLK.Adjusted" "PPG.Adjusted" "MGM.Adjusted" "HIG.Adjusted" "PLD.Adjusted" "WELL.Adjusted" "YUM.Adjusted" "CAH.Adjusted" "NVDA.Adjusted" "CHRW.Adjusted" "BAC.Adjusted" "SWKS.Adjusted" "HRL.Adjusted" "OMC.Adjusted" "CI.Adjusted" "TYL.Adjusted" "XEL.Adjusted" "CHD.Adjusted" "PEAK.Adjusted"
"12422" 0.014942359284633 0.0377470433769103 0.0278803818735458 -0.00807792127054578 0.063828862524568 -0.00112639014036091 0.00771631949611236 -0.00753069735962008 -0.0712021608803964 0.072919061478533 -0.0108504153909469 0.0259262959975082 0.0157954149327777 0.0758850438728502 -0.0165779200676229 0.0115825423162955 0.0313804331531209 -0.0279442692843588 0.0297716428766606 -0.0266013722824013 0.00385602837189024 -0.0248032716085143 0.00205177302207836 0.00749053423037489 0.0356194968103236 0.0545367011430486 -0.00341255374220808 0.0482439205576583 -0.0232996542493891 0.122594443444501 0.0396678760021061 0.0474947384193721 -0.0344930907758126 -0.0113230157257797 -0.0347288990833926 0.185934822632241 0.0803992158011389 0.0247584128458449 0.0153986809439297 0.00255556759052731 0.00816894004500856 0.00497529600037323 -0.00694955195123901 0.0160132766527284 0.0151948081589276 0.00550290386271235 0.000392199080781598 0.0213011446880374 0.0234723748158455 0.127922627509623
"12423" 0.0153085899482674 0.0373372791395216 0.0274510727312361 -0.00833659879221931 0.0645939958004723 -0.00112146021046947 0.0077807616103148 -0.00760968875909702 -0.0719423744751505 0.0726849607949134 -0.0106446841598579 0.0259503430204258 0.0156219250192276 0.0767394084852921 -0.0170360258898479 0.0114157957624696 0.0312236011238924 -0.027817401698738 0.0299253832401037 -0.0266788618136128 0.0038205013129135 -0.0245995723746252 0.00207498642433184 0.00750717101744249 0.0353179502635907 0.0555734762499111 -0.00347793740307976 0.047496001249048 -0.0235987925586932 0.122076926556794 0.0395191322382916 0.0496711197710436 -0.0348166445442312 -0.0113239865631996 -0.0349740039620968 0.185470063652793 0.0803339533390385 0.0249792308920904 0.0155304135766268 0.00262276161341168 0.00829979057379972 0.00496225315095486 -0.00735730793045779 0.0162142100407292 0.0152458102791249 0.00542467478500279 0.000394799742854398 0.0211837871478225 0.0236133166746015 0.127969893907023
"12424" 0.0151375623037109 0.0371745674366229 0.0271120331712355 -0.00819620774730062 0.0646135256525242 -0.00115770180864515 0.0078509157741559 -0.00757943340575543 -0.0716600503789287 0.0725176863757997 -0.0108120670348587 0.0256554467625754 0.0154777380972861 0.0768449496522506 -0.0168821741924349 0.0112711909522514 0.0308838947537915 -0.0274094253706587 0.029648910851141 -0.0264706531870169 0.00381585179109172 -0.0241498077911119 0.00211087629426053 0.00733891468667404 0.0350284262226489 0.0553161151585248 -0.00342768317541875 0.0469478802944353 -0.0232416051788331 0.121853040393914 0.0392898121190168 0.0497731205974314 -0.0342948822772172 -0.0113462418111683 -0.0346967881866504 0.18500266886472 0.0800713265093849 0.0255905392536868 0.0153951228367986 0.00271397791701588 0.00830567717103485 0.00492972345102717 -0.00704918146787458 0.0158414270546253 0.0152671204716916 0.0054442862461319 0.000402663302080341 0.0210794970353304 0.0233909939284707 0.129276419630532
"12425" 0.0150705072878161 0.0376321198712944 0.0274144330999332 -0.00844844686585509 0.0642727934521554 -0.00118757134031457 0.00795645557268934 -0.00756566893431128 -0.0719736059192897 0.0720719648971665 -0.0107055303068414 0.0261459579345636 0.015685568226707 0.0760778945857278 -0.0170959448669328 0.0113741559491446 0.0316197618496305 -0.0277331529671001 0.0303846797757586 -0.0264334875107077 0.00380420795625661 -0.0240538674071447 0.00215355934917514 0.00729201594048994 0.0350998355735806 0.0552519754891365 -0.0033758836298291 0.0469898826718235 -0.0235536730296739 0.121518323176375 0.0393453634633549 0.0505706238121575 -0.034229522703684 -0.0113768974763342 -0.0356084158877895 0.185047539492795 0.0803534539714526 0.0252232036042292 0.0155556146483371 0.0027460740685855 0.00817719555308745 0.0049331046414404 -0.00701639893829849 0.0156701521831342 0.0150962227131373 0.00547470902448492 0.000394184736250003 0.0213281131104723 0.0235193229263538 0.129107097175409
"12426" 0.015059168571019 0.0379737905094751 0.0277437415453664 -0.00849813413044673 0.0642463835364852 -0.00118530735320815 0.00793659922102219 -0.00761207429688357 -0.072606396922476 0.0719677639162251 -0.0103059581479737 0.0261112527003292 0.0155454436263893 0.0748964755605245 -0.0170913411848841 0.011519189206182 0.0318030140777109 -0.0282913854766273 0.0307220596512288 -0.0270207717670317 0.00376949591664463 -0.0242710383938029 0.0020890256588028 0.00734199334183788 0.0351037316846308 0.0557494210686411 -0.00339290540585087 0.0465846114949649 -0.0237353136043956 0.121915543635655 0.0393058692514307 0.0507756343078704 -0.034660546688082 -0.0113772550871432 -0.0364341677663244 0.185893952395883 0.0809439533191285 0.0254120373944812 0.0156036044163699 0.00276853989735248 0.00822103979958021 0.00495817839617838 -0.00726026398340412 0.0158719506351685 0.0154239253516104 0.00549017724076245 0.000394785964176713 0.0216621432145658 0.0236446639477272 0.129293699753114
"12429" 0.0149085180147972 0.0382125996786814 0.028146638166895 -0.00825046852231016 0.0630992928876482 -0.00116842516944441 0.00792940519613073 -0.00747734660425554 -0.0722636976753278 0.0720910725965834 -0.0106144766816981 0.0261639663737979 0.0156894092704827 0.0744957648890702 -0.0170126331755512 0.0114616335213974 0.0313940771301684 -0.028088047749837 0.0304925304022611 -0.0271268145360237 0.00377765487001226 -0.0240320532752548 0.00203031312768269 0.0072700161049607 0.0344760909315163 0.0555789245027381 -0.00340984816530456 0.0464058448912445 -0.023200611636068 0.121805640529437 0.0396757125672468 0.0504443864354494 -0.0339026950844312 -0.0115683396844498 -0.0364649573653442 0.186824233189676 0.0805088304187952 0.0251204289402187 0.0154440231221226 0.00280761121048047 0.00810767578166951 0.00491348404056551 -0.00744873984428706 0.0158700284867215 0.0150382935955984 0.00547610685324895 0.000393937468037099 0.0215591831088656 0.0233856940557558 0.131030132809632
"12430" 0.0151373375475458 0.0389780709084264 0.0282824828207635 -0.00841776436844478 0.0625567874841988 -0.00116843034251325 0.00801912608828454 -0.00756726398182292 -0.0720485731565195 0.0720539383693835 -0.0102919216750642 0.0259390446494689 0.0161406333514395 0.0744310109621222 -0.0168623077002827 0.0115294890704165 0.0314155757250713 -0.0280900940353544 0.0307268643719297 -0.0276151294737146 0.00379231337862384 -0.023825238227276 0.00198878273848326 0.00720837286253015 0.0337124658136459 0.0554253565809936 -0.0034150269547112 0.0463647722775637 -0.0229628286368666 0.121477211306333 0.0395543948375044 0.0512867946616185 -0.0342200626504695 -0.0117975238829267 -0.0367003678314738 0.186697742327027 0.0808664896860552 0.0253213553516061 0.0151829098225865 0.00283321680569433 0.00804493163867231 0.00491216376746892 -0.00783478541556482 0.0157982066501312 0.0150713211746987 0.00548133873334543 0.000398234004021234 0.0213744847195742 0.0233170528977453 0.131497044948031
"12431" 0.0149646657933055 0.0389783080676731 0.0282277418495363 -0.00901617913383717 0.0622721588224814 -0.00116493455240694 0.00800850927433469 -0.00759187242365178 -0.0716284289712262 0.0722946281804371 -0.0100374139162608 0.0259320268079647 0.0159714660674228 0.0740619060568915 -0.0165098536956038 0.0114594990926472 0.0313548570308079 -0.0279769649649062 0.0307795912268472 -0.0276569763674937 0.00376624851858275 -0.0235841595350271 0.00194668865309019 0.00720047620925644 0.0329935496525193 0.0557865085487117 -0.00336623050568593 0.0465514867156392 -0.0227453790131345 0.122103900339601 0.039574773981587 0.0514196550204664 -0.0341385155797022 -0.0116969634888761 -0.0365065602725595 0.184858662940635 0.0806674969440278 0.0250503078991367 0.0151603843419891 0.00268085769232906 0.00806619953777834 0.00489567457141845 -0.00734000389830553 0.0155038254175494 0.0150660791647051 0.00549214470708597 0.000404633214644522 0.0213072592210503 0.0232686717094456 0.132889593047078
"12432" 0.0152018472387712 0.039537970869444 0.0283199678575617 -0.00903348702955929 0.0623105843375872 -0.00118221353511609 0.00809206865238142 -0.00763234135790108 -0.0719057883694865 0.0732498397261852 -0.0101883382398214 0.0259081782883988 0.0158943586049583 0.0739176696378812 -0.0167723644806735 0.011518324983784 0.0317674255906214 -0.0282099513061823 0.0300539859335536 -0.0277594522219207 0.00378762952822928 -0.0234134271868983 0.00196245045854653 0.00711684299879122 0.0328898217550979 0.0551163326323406 -0.00343607308566075 0.0468269312123268 -0.0231486985272331 0.121757280357963 0.0395762165191225 0.0490590840960594 -0.034067272775274 -0.0117744276297341 -0.0370940049990741 0.188451044216432 0.080886851672574 0.0252661973907638 0.0152300090940456 0.00265004978655734 0.00800730302849983 0.00493426617064739 -0.00736265429782745 0.0155322044994802 0.0150762043152784 0.00544568809410605 0.000404943503616986 0.0213061083825192 0.0230842701470851 0.132840543461152
"12433" 0.0149498401393671 0.0398759036552647 0.0283512513716248 -0.00910891786431114 0.0610526160086948 -0.00117968760977997 0.00807621372446237 -0.00765340292080005 -0.0712617399451474 0.0727192162494789 -0.0103178239018871 0.0259645801878306 0.0160309172837463 0.0736100049463475 -0.0166535741260157 0.0114892094919321 0.0323608074011434 -0.0280242926157901 0.0303866416242278 -0.027732438994684 0.00380037497730547 -0.0235524140124396 0.00195460660420933 0.00703730799674924 0.033530781195608 0.0544247254874619 -0.00342885299885019 0.0461183483371741 -0.0232283908809049 0.123052260282914 0.0395938308658461 0.0488079784938052 -0.0340027595205818 -0.0117330755745041 -0.0371932450593054 0.188993837713414 0.0813967427343275 0.025286796789071 0.0153360381206165 0.00265735036273178 0.00794329212862234 0.00490406046412519 -0.00736318449932432 0.0155184170834828 0.0150911286678241 0.00546594429404136 0.000420602075017452 0.0212299188100698 0.0231215314343198 0.131880723521468
