"Linear shrinkage"
"12422" 0.54154978746289
"12423" 0.511535334094447
"12424" -0.299713547219261
"12425" -0.475194312479377
"12426" 0.0385144060635528
"12429" 0.226639135506775
"12430" 0.0671333334497695
"12431" 0.457999876374689
"12432" -0.0978683529362894
"12433" -0.601694900444187
"12437" 1.12610050911368
"12438" 0.282172297246442
"12439" 0.782250338151661
"12440" 0.54477330404739
"12443" 1.27366004569094
"12444" 0.641084690679983
"12445" -0.685620670586956
"12446" -0.445222295120158
"12447" 0.615100458653318
"12450" 1.17747085110778
"12451" 0.0316679028173567
"12452" -1.79187003647506
"12453" 0.381920026532302
"12454" 1.72472081100607
"12457" -0.341444117309075
"12458" 0.951827095003441
"12459" 0.962334631617374
"12460" -0.353806358767068
"12461" -0.408473846276421
"12465" 0.256491531594294
"12466" -0.22252631579721
"12467" 0.143807799537027
"12468" 0.142532405170674
"12471" -0.183145566274006
"12472" -0.0049153115923415
"12473" 0.4519723275274
"12474" 0.189497799183763
"12475" 0.571806543113895
"12478" 1.24616351768089
"12479" 0.54040090593341
"12480" 0.330979813425051
"12481" 0.202059549391329
"12482" 0.649471797917256
"12485" -0.437836732328103
"12486" -0.158083881431139
"12487" -1.02353725530017
"12488" -1.1083259650317
"12489" 0.808503197089594
"12492" -1.18061011919888
"12493" -0.0206824579216575
"12494" 1.76980567869179
"12495" 0.0896240127377618
"12496" -0.342095091240128
"12499" -0.195760991649542
"12500" 0.316979305382029
"12501" -1.00453629824913
"12502" 1.02639429977033
"12503" -0.390888995087339
"12506" 1.1540587575389
"12507" 0.723601046565348
"12508" 0.829049511507399
"12509" 1.03937918733347
"12510" -1.29430609537561
"12513" -2.26109828142098
"12514" -2.42190691694492
"12515" 1.2472313605003
"12516" -1.12256318326925
"12520" -2.90943647340745
"12521" -0.934752306331185
"12522" -0.562265883071117
"12523" 1.60834532760322
"12524" 1.08033339850674
"12527" -0.135578160317871
"12528" -2.77456732169874
"12529" -0.0343303609719022
"12530" 1.74236313883033
"12531" -0.659742410404489
"12534" 0.408194404546786
"12535" 0.476053783893967
"12536" -0.698191523476104
"12537" -0.786067631609452
"12538" 0.296906100643186
"12541" 0.837180674823827
"12542" 0.672722346721135
"12543" -0.907251794085628
"12544" -0.00733841959498097
"12545" -3.07832009444982
"12548" -0.746053061534112
"12549" 0.604851629548347
"12550" -0.323185469011761
"12551" -0.296328833871331
"12552" 0.880130987696591
"12555" 0.181760227969452
"12556" 0.942976569430486
"12557" -1.3545088564172
"12558" 1.39994615854282
"12559" -0.506568003572249
"12562" 0.853881799874521
"12563" 1.57351953753869
"12564" 1.03837908189851
"12565" 0.397646931800458
"12566" 0.92238396630832
"12570" -0.847013532789386
"12571" 1.13727364968587
"12572" -0.686767862264277
"12573" 0.221418026019027
"12576" 0.770505188856216
"12577" 0.316399884572919
"12578" -0.527976477990543
"12579" -0.0686501538704611
"12583" -1.2994308455649
"12584" 1.40090123066618
"12585" 0.367503304918482
"12586" 0.297843091369243
"12587" 0.202215470267532
"12590" 0.667807057993851
"12591" 0.152547907828936
"12592" 0.713067051676642
"12593" -0.41584207424416
"12594" 0.532904626250369
"12597" 0.345156299291468
"12598" -1.44167018192568
"12599" 0.644768454858536
"12600" -0.692513873126964
"12601" 1.03029127687545
"12605" -0.223415469992513
"12606" 0.523722623498562
"12607" -0.535299152409891
"12608" -0.0678448335020901
"12611" 0.759897175503896
"12612" -0.665529115229083
"12613" 0.985198054758339
"12614" 0.63380291707653
"12615" 0.376117455397321
"12618" 0.118926128166646
"12619" 0.439040180196484
"12620" -1.53216783001419
"12621" -1.64325636167177
"12622" -0.637561471648198
"12625" -0.470608569941297
"12626" 0.039215210105752
"12627" 0.118056718880842
"12628" -0.0788199500338118
"12629" 0.948072526805565
"12632" 1.17290098583391
"12633" -0.125772066486688
"12634" -0.500957036636596
"12635" -1.88271911569214
"12636" -0.857514379984981
"12639" 0.280911999442571
"12640" 0.786047474989728
"12641" 0.273141755276122
"12642" -0.628117000431391
"12643" -0.5443008671482
"12646" 1.10738916500344
"12647" 0.140528642873356
"12648" 0.886194142363108
"12649" -1.34424610915447
"12650" 1.1163882084857
"12653" 0.0989907907010531
"12654" 0.70117458912301
"12655" 0.139605134027496
"12656" 0.547922356865814
"12657" 0.432397733684078
"12660" 0.0159864067753507
"12661" 0.836958698320818
"12662" 0.185576731047236
"12663" 0.66315598406605
"12664" 0.33639989295612
"12668" 0.90486117380875
"12669" -0.745494305312013
"12670" -0.407222385394849
"12671" 0.212448858179605
"12674" -0.062152886309749
"12675" -0.5385091697082
"12676" 0.134574849205109
"12677" 0.850776311980948
"12678" 0.0374107910324799
"12681" -0.598150093241501
"12682" 0.567790357770947
"12683" -0.938586926101515
"12684" -0.5405638730476
"12685" 0.569268504736891
"12688" -0.357371308932821
"12689" 0.796652882359474
"12690" -0.336383994020162
"12691" 1.04550983124078
"12692" 1.00613581430412
"12695" 0.087825655269567
"12696" 0.30593249096722
"12697" 0.259833078701045
"12698" -1.06651465159062
"12699" 0.0914329578635783
"12702" -0.0296576835826948
"12703" 0.54733859324629
"12704" -0.938504687933095
"12705" 0.950530629694385
"12706" 0.519607876671516
"12709" 0.341889090881823
"12710" -0.566072337358486
"12711" -0.146167073096988
"12712" 0.809872236688632
"12713" -0.896792469395214
"12716" -0.463565770340928
"12717" 1.162488524508
"12718" 0.681044691467761
"12719" 0.0753670125434293
"12720" -0.0547340788568692
"12723" 0.263920663120327
"12724" -0.451548151680935
"12725" 1.29488132651042
"12726" 1.54897976222841
"12727" -1.12740560198818
"12730" -0.22650732859511
"12731" 0.210046515160749
"12732" 0.694966658764541
"12733" 0.670509657499911
"12734" 1.65258628926504
"12737" -0.0465301087050977
"12738" -0.27433591949582
"12739" -0.829799933630829
"12740" -0.0804511216981813
"12741" -1.16750650871929
"12744" 0.915148465793093
"12745" 0.90575216633995
"12746" 0.671840750711652
"12748" -0.0513069838378577
"12751" -0.561100748947997
"12752" 0.0465798433409526
"12753" 1.39298440056188
"12754" -0.37729669912896
"12755" 0.158965312451945
"12758" -0.198701459878796
"12759" -0.948591901111173
"12760" 0.934530017353348
"12761" 0.338916458157935
"12762" 0.425640693428892
"12765" -0.156226335312239
"12766" 0.0785718025674305
"12767" 0.2941970846473
"12768" -0.610933914779847
"12769" 0.335700846972981
"12772" -0.16137822597921
"12773" 0.782844376250327
"12774" -0.0864760235721226
"12775" -0.362592970600246
"12779" -0.266177938250608
"12780" 0.806299320092265
"12781" 0.212616329370333
"12782" 0.435578464789753
"12783" -0.224013526120978
"12786" -1.21423420522534
"12787" -0.552324734669355
"12788" -1.81395173524318
"12789" 1.01047308833126
"12790" -0.0796813639852602
"12793" 0.87267881461321
"12794" -0.670708739881704
"12795" -0.297289155232149
"12796" 0.204760072982438
"12797" 0.398715649078645
"12801" 1.12112140407938
"12802" -0.220371679246836
"12803" -0.312224412548934
"12804" 0.0984719956984072
"12807" -0.22887683339651
"12808" -0.939615417009994
"12809" -0.594413538276926
"12810" -0.0992933700750306
"12811" 0.238605509125429
"12814" 0.882754938034769
"12815" 0.350457562919801
"12816" 0.858447912838622
"12817" 0.339981643972319
"12818" 0.733574274723388
"12821" -0.24324643250989
"12822" 0.522621214906563
"12823" -0.221502365695833
"12824" 0.698708353277566
"12825" 0.273947396630452
"12828" 0.497315404412659
"12829" 0.713146306578608
"12830" 0.0271623145393993
"12831" -0.28461845726477
"12832" -0.0223713410320075
"12836" -2.01721103942313
"12837" 0.521649423987137
"12838" 0.265977119018095
"12839" 1.26017113033094
"12842" 0.0192054083152871
"12843" 0.976527576823645
"12844" -0.163835569004795
"12845" 0.225788611397269
"12846" 1.43675053711631
"12849" 0.109296456223938
"12850" -0.555901813012143
"12851" -2.04115783556826
"12852" 0.379509913223158
"12853" -0.384506876202529
"12856" 1.24312038525863
"12857" -0.359746929651259
"12858" -1.03485285040643
"12859" 0.526930873839237
"12860" -0.342953658407843
"12863" -0.301222754845416
"12864" -1.94092349671967
"12865" -0.381744743743532
"12866" 0.0251824732948817
"12870" 0.0317626828261295
"12871" -0.41807805886869
"12872" 0.733822476616307
"12873" 0.225845201859228
"12874" 0.255845889135218
"12877" 0.179918503061967
"12878" 0.16941924794649
"12879" 0.0213895688893386
"12880" 0.600635456639135
"12881" -0.765682542773429
"12884" 0.0184077653607736
"12885" 0.6604278891939
"12886" -0.724749019336941
"12887" 0.1208681312864
"12888" -0.813446928308101
"12891" 0.0304997188257702
"12892" 1.08270369287908
"12893" -0.872902137816762
"12894" 0.800640364816738
"12895" 0.437676750630949
"12898" 1.0577025481321
"12899" -0.369913850156939
"12900" 0.237264602101323
"12901" -0.839743751121572
"12902" 0.82425072151362
"12905" 0.226546480903179
"12906" -0.0445261996888488
"12907" 0.494792281502705
"12908" -0.080621966729395
"12909" -0.583697771125135
"12912" 1.05327135768531
"12913" 0.342299882051285
"12914" 0.520502883994087
"12915" -0.773470556558807
"12916" -0.872229963428543
"12919" 1.05870338508065
"12920" 0.55511037612527
"12921" 0.958879964747499
"12922" 0.0879307207167187
"12923" 0.260198978064097
"12926" 0.0361226447383689
"12927" -0.436751514308373
"12928" -0.563190652726923
"12929" -0.0718677124593284
"12930" 0.272368816921965
"12934" 0.12286141382136
"12935" 1.06377786350615
"12936" -0.558588237707159
"12937" -0.290583917412603
"12940" 0.503778072946015
"12941" 0.183464712690406
"12942" -0.601728783338902
"12943" 0.576157644047122
"12944" 0.2203736855361
"12947" 0.245492003965389
"12948" 0.462837800101591
"12949" 0.478816852025837
"12950" 0.237213792937295
"12951" 0.346535926676175
"12954" 0.0877035366183503
"12955" -0.130904699025977
"12956" 0.261429800156459
"12957" -0.716476855263289
"12958" -0.182020008298341
"12961" -0.146363627829241
"12962" 0.393953268346875
"12963" -0.0522588633678987
"12964" -0.47783987752513
"12965" 0.840758683862855
"12969" 0.869489155950188
"12970" -1.07905492465607
"12971" 0.221007941956154
"12972" 0.932939153721107
"12975" 0.460685349761418
"12976" 0.674691667659582
"12977" -0.0211333761802701
"12978" -0.533331855453044
"12979" 0.289992359483683
"12982" 0.145516012351839
"12983" 0.46102832641633
"12984" 0.438209841007812
"12985" -0.826295457749076
"12986" 0.404970124881813
"12989" 0.14426155018208
"12990" 0.820499838889679
"12991" 0.0121445735820475
"12992" 0.882651068619235
"12993" -0.759151982655489
"12996" -0.351700140497838
"12997" 1.27730843530278
"12998" 0.0530633441945134
"12999" -0.987121718339226
"13000" -1.67497835159966
"13003" -1.08276395067535
"13004" 0.768794411120115
"13005" 0.118403752206211
"13006" 0.395398691064234
"13007" 0.25025037669864
"13010" 0.604466588093338
"13011" -0.824088441057577
"13012" -0.0969413426736877
"13013" 0.451167456703979
"13014" -0.026280132324961
"13017" 0.45067570480308
"13018" -0.47949094615106
"13019" -0.276711892467947
"13020" 0.834949179049438
"13021" -0.432243260232625
"13024" 0.194713266838919
"13025" -0.427890756660507
"13026" 0.782924195349334
"13027" 0.965169339317171
"13028" -0.569428036553513
"13032" 0.877949616030975
"13033" -1.45753401548576
"13034" -0.545125356752408
"13035" 0.582698204455702
"13038" 0.14524938304809
"13039" -0.797750107651294
"13040" 0.27954598848784
"13041" 0.790420622677479
"13042" 1.02381034709987
"13045" -0.511218260608725
"13046" 0.0631042675054801
"13047" -1.63045160214651
"13048" 0.107480477702341
"13049" 0.551675696971422
"13052" -0.0520645053334169
"13053" 0.422447083247943
"13054" 0.470101456264223
"13055" 1.09851517181838
"13056" 0.3080744821855
"13059" -0.0913069060064226
"13060" -0.579956784543856
"13061" -1.74493393510154
"13062" -0.616675841143088
"13063" 0.23736159400788
"13066" -0.706167862654777
"13067" -0.110240799534499
"13068" -1.0863037590283
"13069" -0.843988899878247
"13070" 1.01305146776019
"13073" 0.512773795839783
"13074" -0.869516049125455
"13075" 1.84566631944003
"13076" -1.70798456395982
"13077" 0.548417308157311
"13080" 1.12197468378872
"13081" 0.355817843106334
"13082" -0.368650126093919
"13083" -1.19279166189325
"13084" 1.82052863367429
"13087" 0.757343975292022
"13088" -0.269305986209293
"13089" 1.02513475814276
"13090" 0.179271934133352
"13091" -0.28136003931081
"13094" -0.0351101692208068
"13095" 0.360244976572689
"13096" 0.904024527582468
"13097" 0.77755625233448
"13098" 0.292547648619274
"13101" 0.368126463992918
"13102" -0.75075250592441
"13103" -0.0594042609923504
"13104" 0.861890828626763
"13105" 0.28458148007259
"13108" 0.150773067164741
"13109" 0.809309392322112
"13110" 0.141356082234269
"13112" 0.359272276969013
"13115" -0.738356792947488
"13116" 0.487281923392567
"13117" -0.462312031746607
"13118" 0.808816685144015
"13119" 0.120496983247812
"13122" -0.142134448091694
"13123" -0.192869407254493
"13124" -0.317427811030811
"13125" 0.101042940046989
"13126" 0.308261023954319
"13129" -0.0139041304691548
"13130" 0.617596078738456
"13131" 0.51329688494422
"13132" -0.330736864315376
"13133" -0.476581628910509
"13136" -1.05719509699219
"13137" 0.14671075063378
"13138" 0.336230988570227
"13139" 0.247127689727066
"13140" 0.191892737184403
"13144" -0.687943906640533
"13145" 0.462988912254832
"13146" -0.186979562587097
"13147" -0.327197371288295
"13151" 1.7288544231909
"13152" 0.689874859119488
"13153" -0.0740875258272784
"13154" 0.379818124404052
"13157" 0.222592512977841
"13158" 0.396765953741263
"13159" -0.285195108063454
"13160" -0.072005303104258
"13161" -0.183086627922918
"13165" -0.255669605034586
"13166" -0.288948706568667
"13167" 1.3032032635813
"13168" -0.290835085558488
"13171" 0.567295768624585
"13172" 0.178363089086629
"13173" -0.224870309787657
"13174" 0.879455616643654
"13175" 0.577914303126256
"13178" 0.0114871205319519
"13179" -0.0109242324348673
"13180" -0.0289180109708564
"13181" 0.0149778923931618
"13182" -0.339461416191279
"13185" 0.493567920105184
