"Non-linear shrinkage"
"12422" 0.550042349048225
"12423" 0.507293104518467
"12424" -0.294637813318775
"12425" -0.496322961024953
"12426" 0.0439290603125039
"12429" 0.211492565051105
"12430" 0.0334614650118609
"12431" 0.492940060475592
"12432" -0.0991070677976314
"12433" -0.622330509303733
"12437" 1.18837918766393
"12438" 0.267411878226416
"12439" 0.783153956291972
"12440" 0.580024726089845
"12443" 1.23824225435763
"12444" 0.59750134451058
"12445" -0.701700501413738
"12446" -0.512777910389198
"12447" 0.553090553118069
"12450" 1.20674120384907
"12451" 0.140545271235877
"12452" -1.84135964777118
"12453" 0.394672557155046
"12454" 1.73745794964826
"12457" -0.35802748515816
"12458" 0.986902118550166
"12459" 0.977472033777385
"12460" -0.344053361810975
"12461" -0.418428416635585
"12465" 0.233921120064094
"12466" -0.203876660925769
"12467" 0.137718675159337
"12468" 0.123849257794314
"12471" -0.165648514473546
"12472" -0.0314949358048423
"12473" 0.430691548760758
"12474" 0.199162547067972
"12475" 0.575206728796087
"12478" 1.25588156353934
"12479" 0.591317298734937
"12480" 0.299997349928755
"12481" 0.222136992654854
"12482" 0.686600583557548
"12485" -0.413356704121854
"12486" -0.139120549758935
"12487" -1.01422285391453
"12488" -1.11173247165913
"12489" 0.775350087668705
"12492" -1.17206388122482
"12493" -0.0347315648794322
"12494" 1.81050739321811
"12495" 0.101158313979491
"12496" -0.331102255321655
"12499" -0.213414507858957
"12500" 0.335937630973901
"12501" -1.01021055981929
"12502" 1.02866270803756
"12503" -0.407831764286122
"12506" 1.12982040865467
"12507" 0.735734398439257
"12508" 0.829478254594778
"12509" 1.05167666827246
"12510" -1.33149844322562
"12513" -2.23778394118895
"12514" -2.38022612096342
"12515" 1.24940203955155
"12516" -1.18133958369988
"12520" -2.94814164201801
"12521" -0.890839506138336
"12522" -0.562514279187931
"12523" 1.58261875539175
"12524" 1.04661050642822
"12527" -0.16644984024496
"12528" -2.82527578359243
"12529" -0.0508313835938676
"12530" 1.70012648274192
"12531" -0.662300559191566
"12534" 0.432459841915933
"12535" 0.477921989385299
"12536" -0.717391663349626
"12537" -0.78985692128116
"12538" 0.260241106447285
"12541" 0.860710726620877
"12542" 0.668184666604882
"12543" -0.902729885346839
"12544" 0.015818716209321
"12545" -3.11055434546944
"12548" -0.704946357704274
"12549" 0.599980138802642
"12550" -0.313910515600207
"12551" -0.309099514831307
"12552" 0.897888544583145
"12555" 0.237909672923515
"12556" 0.978049490360844
"12557" -1.36180289245457
"12558" 1.42078377823062
"12559" -0.518835222834555
"12562" 0.854349736453743
"12563" 1.57099290184885
"12564" 1.05462808043318
"12565" 0.394155138130616
"12566" 0.950585974132989
"12570" -0.866692324133655
"12571" 1.15463336311795
"12572" -0.683860835987451
"12573" 0.222858838465235
"12576" 0.732414487392141
"12577" 0.330601708656161
"12578" -0.514785141810361
"12579" -0.0593859679151488
"12583" -1.2998662508274
"12584" 1.44498586902476
"12585" 0.357178978288862
"12586" 0.306979264283665
"12587" 0.198069147279472
"12590" 0.701353026824919
"12591" 0.164143138389674
"12592" 0.730341440997849
"12593" -0.429615728275613
"12594" 0.577523337492567
"12597" 0.378958537510733
"12598" -1.51024849605018
"12599" 0.637920562842137
"12600" -0.630857235858339
"12601" 1.0481610870479
"12605" -0.228588643188133
"12606" 0.550008988399782
"12607" -0.512173002408028
"12608" -0.0717280323866841
"12611" 0.764010749878626
"12612" -0.695833931684388
"12613" 1.00275655330709
"12614" 0.647165526158065
"12615" 0.400010068738766
"12618" 0.101035228461489
"12619" 0.462338600853561
"12620" -1.53031516349782
"12621" -1.64373879009014
"12622" -0.660057101112732
"12625" -0.488592439649091
"12626" 0.0925964218030765
"12627" 0.0956921159195719
"12628" -0.110270612528677
"12629" 0.957741134975476
"12632" 1.21240235648638
"12633" -0.130360143047073
"12634" -0.514163473613317
"12635" -1.90885652683506
"12636" -0.906683252631278
"12639" 0.311247007435654
"12640" 0.759158405631122
"12641" 0.247170470746682
"12642" -0.601846074112264
"12643" -0.533002867668418
"12646" 1.09831981059049
"12647" 0.12272880988861
"12648" 0.87321367374946
"12649" -1.3630003890064
"12650" 1.14712728305872
"12653" 0.113112920621987
"12654" 0.715968023278204
"12655" 0.15212700086001
"12656" 0.562286139495995
"12657" 0.420993401354294
"12660" 0.00208811990865845
"12661" 0.851787993731925
"12662" 0.20358354253015
"12663" 0.642907246701377
"12664" 0.344227983424123
"12668" 0.912154457886975
"12669" -0.753410826798123
"12670" -0.390755280829717
"12671" 0.218048533985766
"12674" -0.0648031481770639
"12675" -0.549935727892753
"12676" 0.134515966789458
"12677" 0.865978865429518
"12678" 0.0214829150663628
"12681" -0.595636893798039
"12682" 0.546722481694445
"12683" -0.956511693980835
"12684" -0.553733504345043
"12685" 0.570888614394768
"12688" -0.351392113552647
"12689" 0.805702988501901
"12690" -0.356970190134571
"12691" 1.05305905379849
"12692" 0.98576902428675
"12695" 0.114215636077406
"12696" 0.333104648593199
"12697" 0.252007266887398
"12698" -1.07412079781733
"12699" 0.114826429189374
"12702" -0.0348574270444844
"12703" 0.559918261668636
"12704" -0.923512593781622
"12705" 0.966117372337502
"12706" 0.511990637125586
"12709" 0.340756887251276
"12710" -0.532861056772355
"12711" -0.135018251674339
"12712" 0.814976608428115
"12713" -0.894529768538917
"12716" -0.496056420271962
"12717" 1.13543637256768
"12718" 0.652141005237027
"12719" 0.0633871675714335
"12720" -0.0520870227937883
"12723" 0.297562187394603
"12724" -0.464365013591722
"12725" 1.30269964511382
"12726" 1.54187816765927
"12727" -1.14078661350618
"12730" -0.243521864831042
"12731" 0.199434389427543
"12732" 0.700985397351978
"12733" 0.687266387605776
"12734" 1.67707584966854
"12737" -0.0161915882327142
"12738" -0.254687121281296
"12739" -0.85934344945597
"12740" -0.0814124111027742
"12741" -1.15468795605813
"12744" 0.914940203411701
"12745" 0.929645752145615
"12746" 0.682452829713507
"12748" -0.0492601682500893
"12751" -0.556263607409059
"12752" 0.057928582391343
"12753" 1.3654889238682
"12754" -0.370652581696793
