"Sample covariance"
"12422" 0.487488301194227
"12423" 0.547668623526309
"12424" -0.318876241806223
"12425" -0.528790441449274
"12426" 0.0946604122292129
"12429" 0.215008129600597
"12430" 0.0482638671239836
"12431" 0.559206823422037
"12432" -0.0831704946686478
"12433" -0.636459228054803
"12437" 1.16673880562667
"12438" 0.244436353509949
"12439" 0.829790686328955
"12440" 0.575817466419113
"12443" 1.28277015242563
"12444" 0.694927178512522
"12445" -0.640676876267291
"12446" -0.595789211471688
"12447" 0.610259979771283
"12450" 1.24231927254223
"12451" 0.11966340256295
"12452" -1.91114334102791
"12453" 0.480366048101898
"12454" 1.75769493491281
"12457" -0.372487137142544
"12458" 0.987119271902766
"12459" 1.00366963862744
"12460" -0.346557513832972
"12461" -0.445322474512186
"12465" 0.153580424760304
"12466" -0.231056512164651
"12467" 0.13156025639885
"12468" 0.134142312979344
"12471" -0.18577483961723
"12472" -0.0376968265037026
"12473" 0.436525404724108
"12474" 0.175149663017803
"12475" 0.547568148072278
"12478" 1.25762009372754
"12479" 0.652268636749632
"12480" 0.342837095644586
"12481" 0.225186739992799
"12482" 0.653832095900031
"12485" -0.415308807714133
"12486" -0.147343936421853
"12487" -1.05224549935448
"12488" -1.09527006523478
"12489" 0.775280028174836
"12492" -1.16433290378754
"12493" -0.0343607329292775
"12494" 1.83702148427027
"12495" 0.0732085718904719
"12496" -0.268305105892768
"12499" -0.116953093500347
"12500" 0.34235589717766
"12501" -1.05850001176886
"12502" 1.07307297342031
"12503" -0.441346555094899
"12506" 1.12497626286648
"12507" 0.749021177546587
"12508" 0.829615187251906
"12509" 0.989423367588622
"12510" -1.36479631901848
"12513" -2.42670676391673
"12514" -2.57216599758928
"12515" 1.39644422645024
"12516" -1.23522335216666
"12520" -3.14657085783606
"12521" -0.875798303563354
"12522" -0.589320543139255
"12523" 1.68512324134731
"12524" 1.05210221003921
"12527" -0.13100839875731
"12528" -3.02421736251235
"12529" -0.0603716558394888
"12530" 1.68790000316977
"12531" -0.704516893672583
"12534" 0.441248742938564
"12535" 0.503343460542492
"12536" -0.665403262089582
"12537" -0.811855151149817
"12538" 0.237360007766446
"12541" 0.831921169126517
"12542" 0.703521581311423
"12543" -0.955620784234566
"12544" 0.0568565314653595
"12545" -3.12586179266364
"12548" -0.661245508127807
"12549" 0.625459397913591
"12550" -0.349174175856018
"12551" -0.318564399046565
"12552" 0.952895431546636
"12555" 0.284128863272219
"12556" 0.99754552811732
"12557" -1.41395842942451
"12558" 1.45912414456149
"12559" -0.544826479381553
"12562" 0.823305360652892
"12563" 1.54212840492311
"12564" 1.0793710080288
"12565" 0.371681873420673
"12566" 0.97678134131034
"12570" -0.879729843857444
"12571" 1.19922029145116
"12572" -0.660633906233412
"12573" 0.226132548791906
"12576" 0.735698481271813
"12577" 0.351115368410373
"12578" -0.48522493190545
"12579" -0.0873909824689727
"12583" -1.29047189394771
"12584" 1.43129144552131
"12585" 0.338107165362845
"12586" 0.327217468735808
"12587" 0.208166978456689
"12590" 0.746098745349074
"12591" 0.185254464298169
"12592" 0.774336274207312
"12593" -0.475807446725236
"12594" 0.578592923364121
"12597" 0.393972252795458
"12598" -1.62827274854248
"12599" 0.605464874389529
"12600" -0.600950748428849
"12601" 1.08129359081847
"12605" -0.275113317124786
"12606" 0.58325997002452
"12607" -0.558346307227215
"12608" -0.0583666896588754
"12611" 0.736515365970852
"12612" -0.755571943186661
"12613" 1.02904875974382
"12614" 0.695386778808041
"12615" 0.439866875529223
"12618" 0.12679080252789
"12619" 0.486310257459307
"12620" -1.50675856139658
"12621" -1.68023510151995
"12622" -0.649629120723175
"12625" -0.4485085105946
"12626" 0.0318099456443364
"12627" 0.139448949453675
"12628" -0.159173842768366
"12629" 1.02416284511259
"12632" 1.22143135505038
"12633" -0.139245333378837
"12634" -0.532892036951157
"12635" -1.92563392926301
"12636" -0.884427473666157
"12639" 0.305829488704124
"12640" 0.721777481301669
"12641" 0.250117961760219
"12642" -0.583913716740188
"12643" -0.515003585451074
"12646" 1.07862825380557
"12647" 0.153584547782699
"12648" 0.873355233249677
"12649" -1.34857307956578
"12650" 1.21211388245844
"12653" 0.12503964513397
"12654" 0.733432946226583
"12655" 0.106319069273969
"12656" 0.556965163056324
"12657" 0.390620022500707
"12660" 0.00830968518510726
"12661" 0.827608265901667
"12662" 0.156978515248484
"12663" 0.620569905330958
"12664" 0.349200214698897
"12668" 0.94257423557406
"12669" -0.743783237680405
"12670" -0.406608948559667
"12671" 0.20978247804902
"12674" -0.0269512283718225
"12675" -0.562219268096113
"12676" 0.126931587463779
"12677" 0.902066740776314
"12678" 0.0610972811003535
"12681" -0.551207114836482
"12682" 0.607816757636942
"12683" -0.947784304142412
"12684" -0.553629988323037
"12685" 0.565941278362843
"12688" -0.34374801910174
"12689" 0.809348237734899
"12690" -0.420592300987179
"12691" 1.0921999999526
"12692" 1.00156384358262
"12695" 0.157710354625631
"12696" 0.336921348804376
"12697" 0.288837044956356
"12698" -1.09854493597468
"12699" 0.121998619688687
"12702" -0.0300698458902069
"12703" 0.562882397798761
"12704" -0.890030183635567
"12705" 0.978365553675734
"12706" 0.527046225204312
"12709" 0.399179511076218
"12710" -0.489095126355396
"12711" -0.1854159148616
"12712" 0.837261860410127
"12713" -0.907346810500692
"12716" -0.50356315964691
"12717" 1.10050664125848
"12718" 0.613173430604872
"12719" 0.0489671033535221
"12720" -0.0413844425403526
"12723" 0.349672813591211
"12724" -0.47208371282742
"12725" 1.29064644346442
"12726" 1.53661629972057
"12727" -1.14747135133632
"12730" -0.284474032792349
"12731" 0.150005749408805
"12732" 0.690742027220246
"12733" 0.736565157615186
"12734" 1.68282654426481
"12737" 0.0361132219265908
"12738" -0.237633542954463
"12739" -0.870304933069537
"12740" -0.0589874867683472
"12741" -1.14926085134095
"12744" 0.91359387092138
"12745" 0.92685190992694
"12746" 0.668864704564053
"12748" -0.0373848597274336
"12751" -0.580738356876277
"12752" 0.03997783612439
"12753" 1.35441639948269
"12754" -0.354957028627511
"12755" 0.156390167336953
"12758" -0.197603685406014
"12759" -0.957956379795981
"12760" 0.944782273713879
"12761" 0.303990844834645
"12762" 0.474890884509736
"12765" -0.196954782790706
"12766" 0.059218515992136
"12767" 0.274041640402541
"12768" -0.64607339433753
"12769" 0.437024963431735
"12772" -0.167812937037945
"12773" 0.798882399440304
"12774" -0.115878383727516
"12775" -0.431250969751414
"12779" -0.2533426090694
"12780" 0.823149489910099
"12781" 0.22061958452534
"12782" 0.447036435129549
"12783" -0.358122341857378
"12786" -1.14723101391297
"12787" -0.53876428170376
"12788" -1.87474138386064
"12789" 1.02715548208857
"12790" -0.062540574156057
"12793" 0.950528280683347
"12794" -0.703330014623873
