"Linear shrinkage"
"12422" -0.16748903444879
"12423" 0.167603520943157
"12424" 0.00596425971142694
"12425" -0.440967404362715
"12426" 0.155653837881679
"12429" -0.0843679400396718
"12430" 0.211985993907485
"12431" 0.18660131769195
"12432" -0.406854352491716
"12433" -0.590115383468022
"12437" 0.547938902725858
"12438" 0.35250577883553
"12439" 0.620483854808472
"12440" 0.378520028993564
"12443" 1.24962961048941
"12444" 0.454636688969096
"12445" -0.274077953719706
"12446" -0.482381984259831
"12447" 0.326554099477551
"12450" 1.17538878531529
"12451" 0.277027508289781
"12452" -1.31224139222229
"12453" 0.714386830230618
"12454" 1.26867366248103
"12457" -0.215213151315366
"12458" 0.766876093846562
"12459" 0.90269981037042
"12460" -0.641994467178031
"12461" -0.539020650799943
"12465" 0.351078301680444
"12466" -0.0980655022811457
"12467" -0.064509943160942
"12468" 0.0745941249175664
"12471" -0.0325309156234404
"12472" -0.0942139218975672
"12473" 0.124938727752203
"12474" 0.239436026603974
"12475" 0.506976143028533
"12478" 0.944104356182386
"12479" 0.274135798439071
"12480" 0.360865875247363
"12481" 0.195072112471696
"12482" 0.778468341198554
"12485" -0.367652917487151
"12486" 0.0306306438579699
"12487" -0.860272892514422
"12488" -1.14931134404819
"12489" 0.87658264672051
"12492" -1.26890887636966
"12493" 0.184680825292945
"12494" 1.62317158354442
"12495" 0.43573065273581
"12496" -0.401778856013228
"12499" -0.430821013935404
"12500" 0.605165578245353
"12501" -0.959337935752835
"12502" 0.901843937537817
"12503" -0.613633032179476
"12506" 1.02685983256127
"12507" 0.723815897229978
"12508" 0.80968935167924
"12509" 1.11127744696239
"12510" -0.994186536461379
"12513" -1.59984098559396
"12514" -1.69795175352528
"12515" 1.15688144391117
"12516" -0.819292803327714
"12520" -2.47705404788517
"12521" -0.651913970581984
"12522" -0.527973434136016
"12523" 1.33898445374414
"12524" 1.05267892616744
"12527" 0.0270620105935661
"12528" -2.21307241968188
"12529" 0.172256552489386
"12530" 1.60654206737341
"12531" -0.430695436751254
"12534" 0.32764797546853
"12535" 0.554756688326723
"12536" -0.94480702699098
"12537" -0.589963935025089
"12538" 0.0204441712293383
"12541" 0.927263324632036
"12542" 0.656638712750167
"12543" -0.600892814791778
"12544" -0.0169700186087144
"12545" -2.35931733934468
"12548" -0.538896291427353
"12549" 0.602497980726954
"12550" -0.339455158980437
"12551" 0.133969219672444
"12552" 1.11191773600759
"12555" 0.357675901336022
"12556" 0.773338401339368
"12557" -1.12826078056563
"12558" 1.05977571314208
"12559" -0.314257799818099
"12562" 0.530649177119661
"12563" 1.37800214611552
"12564" 0.929456238550314
"12565" 0.501135606728772
"12566" 0.824975343216554
"12570" -0.299778079297636
"12571" 1.07195995462618
"12572" -0.489414867739569
"12573" 0.0748399695840622
"12576" 0.659295934285799
"12577" 0.18211731286514
"12578" -0.260652515099461
"12579" -0.136572641651803
"12583" -0.942912734024492
"12584" 1.14971168919621
"12585" 0.30296677644169
"12586" 0.0917619839843279
"12587" -0.110442531911155
"12590" 0.358681347711366
"12591" -0.0318575120766237
"12592" 0.590570386663907
"12593" -0.647756186502434
"12594" 0.43263445391743
"12597" 0.326303084268312
"12598" -1.05394992093949
"12599" 0.436636531045236
"12600" 0.374071367473486
"12601" 0.713342760932175
"12605" -0.227277190959136
"12606" 0.524728587294455
"12607" -0.23247010979397
"12608" 0.00171520891059177
"12611" 0.57667626266936
