"Equal weight"
"12422" 0.867876975092599
"12423" 0.172934309781443
"12424" 0.157172181004773
"12425" -0.0864915998387622
"12426" -0.550236258909309
"12429" 0.375847084947012
"12430" -0.233232271315101
"12431" 0.754019889969282
"12432" -0.00837951415186098
"12433" 0.682627142727037
"12437" 0.291170089543705
"12438" 0.622308566920251
"12439" -0.108842253855179
"12440" 0.175989836748603
"12443" 0.905179323867659
"12444" -0.779206094867506
"12445" -1.07053469065207
"12446" 0.0907405646705858
"12447" 0.0405493415827341
"12450" 0.378878813332382
"12451" 0.066225275185899
"12452" -1.03167640577812
"12453" 0.521716478154888
"12454" 1.40241024330075
"12457" -0.192423430999641
"12458" 0.365933359137803
"12459" 1.27565164130568
"12460" -0.443216759265682
"12461" -0.591705475388743
"12465" 0.872088936520684
"12466" -0.267411589136451
"12467" -0.403028915535195
"12468" -0.203567228134155
"12471" -0.529467009450029
"12472" -0.204659337511503
"12473" 0.721040918662932
"12474" 0.343184713774209
"12475" 0.467919840378691
"12478" 1.0244945694571
"12479" -0.383946302054839
"12480" 0.177729999746626
"12481" 0.353532340418157
"12482" 0.321972486612605
"12485" -0.755310966270589
"12486" -0.66345936670854
"12487" -1.391593773445
"12488" -1.36539166076294
"12489" 1.4548932189401
"12492" -1.76104688143235
"12493" 0.40958308196036
"12494" 1.5737332474033
"12495" -0.125595847364649
"12496" -0.785687207853731
"12499" -1.26664298457258
"12500" 0.195571064996874
"12501" -0.307419934750279
"12502" 1.42003643313206
"12503" -0.0292946012995456
"12506" 1.3704830655298
"12507" 0.519793717784437
"12508" 0.29344256746562
"12509" 0.684236614064334
"12510" 0.531219143571443
"12513" 0.440473540820735
"12514" -0.49289056581895
"12515" -0.304169982856769
"12516" -0.2474595287364
"12520" 0.0452114320179575
"12521" -1.48096179227635
"12522" -0.436324489932779
"12523" -0.0543012625930487
"12524" 0.504532994953691
"12527" 0.167946349762232
"12528" -1.44078230924286
"12529" 0.795902202516595
"12530" 1.78981324693504
"12531" -0.533453453872587
"12534" -0.60220249721138
"12535" 0.297272612237225
"12536" -1.06688898956723
"12537" -1.22738647938879
"12538" -0.40704693252469
"12541" 0.999537192281456
"12542" 0.307147065246137
"12543" 0.042938128088427
"12544" -0.667722867745309
"12545" -2.07691015094021
"12548" -1.51513592792757
"12549" 0.987309471228875
"12550" -0.0290171931422183
"12551" 0.0742759151087946
"12552" 0.205442251568698
"12555" -1.01028769079432
"12556" 0.737654038219589
"12557" -0.306569490793051
"12558" 0.112513412336744
"12559" 0.425098642071336
"12562" 0.663873981856205
"12563" 1.79235028190588
"12564" 0.284013201759778
"12565" 0.467957374170064
"12566" 0.306645756190785
"12570" 0.0893359466122677
"12571" 0.363023925735789
"12572" -1.04616171945682
"12573" 0.471755808639229
"12576" 1.5298656326005
"12577" 0.113525233270444
"12578" -0.97209684354302
"12579" 0.0195842395128275
"12583" -1.12015384138668
"12584" 0.835941182101266
"12585" 0.0706008677861698
"12586" 0.151694856278258
"12587" 0.292564622930859
"12590" -0.17067185968749
"12591" 0.480064857404386
"12592" 0.984395218460025
"12593" -0.0560989213301141
"12594" 0.396154553347352
"12597" -0.434341193013643
"12598" -0.0213858742065851
"12599" 0.576090219649909
