"Sample covariance"
"12422" 0.0435393581892207
"12423" 0.172873344884411
"12424" -0.12080996630989
"12425" -0.185269275024805
"12426" 0.470597479653279
"12429" -0.0312776686684675
"12430" 0.511640867970624
"12431" -0.177458459782326
"12432" -0.180729679682802
"12433" -0.39488680466137
"12437" 0.407640934416625
"12438" 0.106619221831212
"12439" 0.761719829601453
"12440" 0.0861850274850706
"12443" 1.1733640534592
"12444" 0.614686247324728
"12445" -0.0732824741220199
"12446" -0.132137725132448
"12447" 0.507668922799958
"12450" 1.05767684261877
"12451" 0.464999016235255
"12452" -0.978404255827886
"12453" 0.275148357832647
"12454" 1.35213385675009
"12457" -0.07153791932662
"12458" 0.878850219514805
"12459" 0.699782917500772
"12460" -0.736008174121684
"12461" -0.401905380708785
"12465" 0.0426217385279972
"12466" 0.264627173815039
"12467" -0.00589648292219992
"12468" -0.0613233525993174
"12471" 0.241513414324478
"12472" -0.47344322415676
"12473" 0.187985962843034
"12474" 0.185245041539475
"12475" 0.565163634498283
"12478" 0.894675866721671
"12479" 0.0865733755604546
"12480" 0.273143491771118
"12481" 0.124480096109969
"12482" 0.899105129068874
"12485" 0.124776643830791
"12486" -0.108465471360472
"12487" -0.730753412384431
"12488" -1.26058297327112
"12489" 0.846627307873841
"12492" -1.4185846691016
"12493" 0.118205462369783
"12494" 1.36373093559671
"12495" 0.476503965955604
"12496" -0.125086405611256
"12499" -0.341586225835601
"12500" 0.312996273945103
"12501" -0.850619994546094
"12502" 0.83685087337672
"12503" -0.72257872576776
"12506" 0.713026762088686
"12507" 0.985787547947209
"12508" 0.802905514302366
"12509" 1.21979786549203
"12510" -0.601773927283216
"12513" -1.98037966977328
"12514" -1.7004269977147
"12515" 0.819962533873861
"12516" -0.827313069467573
"12520" -2.55530088835514
"12521" -0.720789551065337
"12522" -0.44504236468207
"12523" 1.015511670661
"12524" 0.475336952278147
"12527" 0.158487690749809
"12528" -2.2202888669743
"12529" 0.192440853722816
"12530" 1.16652674184614
"12531" 0.0830856794679518
"12534" 0.521870333262094
"12535" 0.733541369402373
"12536" -0.580092859603359
"12537" -0.761716474358406
"12538" -0.121239447320317
"12541" 0.784215842557933
"12542" 0.50608772380388
"12543" -0.533574463015168
"12544" -0.293737178153632
"12545" -1.7472365232438
"12548" -0.895179899048806
"12549" 0.560759475562269
"12550" -0.422522231405998
"12551" 0.0482210300626124
"12552" 1.26699057032824
"12555" 0.330330471042748
"12556" 0.855374855713663
"12557" -0.692983854319019
"12558" 0.861705454081861
"12559" -0.169261183020873
"12562" 0.329646633194286
"12563" 0.745901696130737
"12564" 1.43553090447592
"12565" 0.633072253341636
"12566" 1.11392415216814
"12570" -0.459894652603854
"12571" 0.768741004147618
"12572" -0.359063799057072
"12573" -0.0291654775494043
"12576" 0.569282069890115
"12577" 0.142864529576532
"12578" -0.220623254199634
"12579" -0.239035236994966
"12583" -0.998630284412181
"12584" 0.788510088995814
"12585" -0.0571525528752839
"12586" 0.0465304126971468
"12587" -0.144736468809114
"12590" 0.562453599155184
"12591" -0.135287969177034
"12592" 0.759126162277245
"12593" -0.30429626598359
"12594" 0.779003707658311
"12597" 0.038362881492162
"12598" -0.583739044735394
"12599" 0.364915961415544
"12600" 1.12838300679779
"12601" 0.737013615455512
"12605" -0.0293111693364015
"12606" 0.452948922846038
"12607" -0.39361011343008
"12608" 0.083696080529404
"12611" 0.492754636182182
"12612" -0.336440619784829
"12613" 0.261555340861389
"12614" 0.47713955489346
"12615" 0.248057791733267
"12618" -0.0202560243083978
"12619" -0.160542120349951
"12620" -1.29683000462871
"12621" -1.66002516406607
"12622" -0.967539320399798
"12625" -0.590713283441348
"12626" 0.341566604296159
"12627" -0.188252609561297
"12628" -0.108875272907717
"12629" 0.188285961151482
"12632" 1.11526690416795
"12633" -0.322529743944469
"12634" -0.457313709273114
"12635" -1.38742171701742
"12636" -0.820979849132527
"12639" -0.118124422730342
"12640" 0.769579954506201
"12641" -0.100485898920021
"12642" -0.84351147239382
"12643" 0.419100361422077
"12646" 0.820186291782157
"12647" -0.160898507032644
"12648" 1.03711859284466
"12649" -1.08025939365609
"12650" 1.01502550341737
"12653" 0.157801091088744
"12654" 0.0854157214328889
"12655" 0.172694469642769
"12656" -0.00634059017238488
"12657" 0.424180328956483
"12660" 0.624719808252649
"12661" 0.661892293251877
"12662" 0.316211224418372
"12663" 0.66926740890561
"12664" 0.355448675885649
"12668" 0.546643849074628
"12669" 0.154610832071704
"12670" -0.653092740826046
"12671" -0.041840054816198
"12674" 0.142874875756207
"12675" -0.132133058232324
"12676" 0.0600605509253821
"12677" 0.8870625155655
"12678" 0.101167786648342
"12681" -0.691412332321105
"12682" -0.138478160995353
"12683" -0.398931439956113
"12684" -0.332812411495603
"12685" 0.233531368551486
"12688" 0.189595908290536
"12689" 0.0213271172070106
"12690" -0.376635527644962
"12691" 0.984118245452895
"12692" 0.555276963238029
"12695" 0.405226199387199
"12696" 0.374347577682246
