"Equal weight"
"12422" 0.996609928785751
"12423" 0.137636870988684
"12424" 0.193507496685669
"12425" 0.227046570021322
"12426" -0.530427984199061
"12429" 0.508008055198965
"12430" -0.344830135030202
"12431" 0.702491226579935
"12432" 0.141472707558953
"12433" 0.757777377030467
"12437" 0.246132796879288
"12438" 0.402675759581225
"12439" -0.232442109249225
"12440" 0.119581605162752
"12443" 0.800179697589624
"12444" -0.722916717569377
"12445" -1.32842896060494
"12446" -0.0728437978734803
"12447" 0.021331645649099
"12450" 0.158112862624538
"12451" -0.0712586548795754
"12452" -1.09877118874641
"12453" 0.560720902820376
"12454" 1.70976294605947
"12457" -0.0929304100183438
"12458" 0.431293181025019
"12459" 1.24280020448601
"12460" -0.338371460856687
"12461" -0.691855142194922
"12465" 0.978007037748003
"12466" -0.206436298092711
"12467" -0.561235830453816
"12468" -0.394488651749007
"12471" -0.70821870475158
"12472" -0.362040684194319
"12473" 0.65770740358596
"12474" 0.496786647546236
"12475" 0.32750816289422
"12478" 1.03069609983756
"12479" -0.37279563976097
"12480" 0.161097924324534
"12481" 0.405006221392047
"12482" 0.338892665690476
"12485" -0.835237010048144
"12486" -0.748087891723847
"12487" -1.45420690887655
"12488" -1.30891194378225
"12489" 1.61647872685075
"12492" -1.65489333362697
"12493" 0.519269404460032
"12494" 1.52956396119219
"12495" -0.155754074284958
"12496" -0.866884658340988
"12499" -1.40486349106294
"12500" 0.0706595714467624
"12501" -0.216344716938641
"12502" 1.75378437195548
"12503" -0.0457282841285854
"12506" 1.39279585475098
"12507" 0.593349610649454
"12508" 0.207473149857421
"12509" 0.79465281722224
"12510" 0.776303405654707
"12513" 0.51965404129378
"12514" -0.431631415930523
"12515" -0.257880768783903
"12516" -0.152105995916735
"12520" 0.214694430746545
"12521" -1.47319667570475
"12522" -0.303191588704924
"12523" -0.132618176542775
"12524" 0.550650805589479
"12527" 0.278931206117499
"12528" -1.44354473392504
"12529" 0.691541770237203
"12530" 1.78060900215203
"12531" -0.5385467751865
"12534" -0.616791620908186
"12535" 0.257027972806507
"12536" -1.14618689409814
"12537" -1.27713716068937
"12538" -0.559420600513892
"12541" 1.11091216762003
"12542" 0.332017652985833
"12543" 0.0867509944381548
"12544" -0.775494267731696
"12545" -1.79311720249759
"12548" -1.54279322515463
"12549" 1.02605088409373
"12550" -0.0548030613189304
"12551" 0.0259458902561394
"12552" 0.00689852509525719
"12555" -1.09167735664666
"12556" 0.75738102026087
