"Non-linear shrinkage"
"12422" 0.205673844255467
"12423" 0.084272590116707
"12424" -0.207605124871759
"12425" -0.191979921278944
"12426" 0.321625873867326
"12429" 0.0211869236046291
"12430" 0.424955061930721
"12431" -0.138948200451644
"12432" -0.248404259029094
"12433" -0.322623703879734
"12437" 0.419532696640232
"12438" 0.0901514799135028
"12439" 0.732684466689805
"12440" 0.266207727919891
"12443" 1.07448121948783
"12444" 0.548875011540705
"12445" -0.0476029394349451
"12446" -0.0769297290622521
"12447" 0.530324704794326
"12450" 1.0106394856912
"12451" 0.431960213197418
"12452" -0.850278900792406
"12453" 0.144482911630558
"12454" 1.17824331511579
"12457" -0.120223226466979
"12458" 0.844546638310961
"12459" 0.706047644509623
"12460" -0.751137238378519
"12461" -0.427407214549933
"12465" 0.114521849052318
"12466" 0.190773850683279
"12467" 0.00420527081127554
"12468" -0.00264426492732912
"12471" 0.137210473240991
"12472" -0.403426561193279
"12473" 0.216565056624519
"12474" 0.131679659431979
"12475" 0.566145508202689
"12478" 0.858027717498484
"12479" 0.117781944102523
"12480" 0.314077783232559
"12481" 0.0625979460302999
"12482" 0.904747339155012
"12485" 0.076879735019448
"12486" -0.030318038499551
"12487" -0.666812852093954
"12488" -1.23184078738921
"12489" 0.840993912712304
"12492" -1.30828686165159
"12493" 0.082288474754728
"12494" 1.38522768134968
"12495" 0.397227508468696
"12496" -0.20993132379031
"12499" -0.433622597707944
"12500" 0.364541429342024
"12501" -0.790108901815576
"12502" 0.865051209785095
"12503" -0.67758755821494
"12506" 0.751202501779257
"12507" 0.910190143325611
"12508" 0.819944774610442
"12509" 1.19251768356493
"12510" -0.595066232873917
"12513" -1.75565085234697
"12514" -1.62411959489626
"12515" 0.758045684830589
"12516" -0.725339981417224
"12520" -2.37856966992758
"12521" -0.673541380446808
"12522" -0.392974092137233
"12523" 1.12110829132035
"12524" 0.523104675303927
"12527" 0.17024342402587
"12528" -1.99309044518073
"12529" 0.227487667513269
"12530" 1.13301285882345
"12531" -0.0296764346603519
"12534" 0.453187645064734
"12535" 0.708928246628916
"12536" -0.575290375683588
"12537" -0.719161422518694
"12538" -0.0150124987541554
"12541" 0.866108143195009
"12542" 0.490182864134417
"12543" -0.487636819583369
"12544" -0.216343818453532
"12545" -1.83295263796702
"12548" -0.928278786206693
"12549" 0.504588415014175
"12550" -0.393387895453588
"12551" 0.0393160851625718
"12552" 1.17678659200018
"12555" 0.241300675260386
"12556" 0.791203792139849
"12557" -0.809990635492995
"12558" 0.924864384549055
"12559" -0.162377770213218
"12562" 0.375403157276253
"12563" 0.939661028605364
"12564" 1.2327624298263
"12565" 0.644643748978054
